year,month,lat,lng,probability
0,8,19,302,0.00080
0,8,19,303,0.00089
0,8,19,304,0.00131
0,8,19,305,0.00075
0,8,19,306,0.00141
0,8,20,289,0.00048
0,8,20,290,0.00136
0,8,20,291,0.00559
0,8,20,292,0.00752
0,8,20,293,0.00466
0,8,20,294,0.00081
0,8,20,295,0.00206
0,8,20,296,0.00260
0,8,20,297,0.00692
0,8,20,298,0.00294
0,8,20,299,0.01488
0,8,20,300,0.00934
0,8,20,301,0.01879
0,8,20,302,0.00668
0,8,20,303,0.00608
0,8,20,304,0.00147
0,8,20,305,0.00043
0,8,20,308,0.00047
0,8,20,311,0.00048
0,8,21,284,0.00103
0,8,21,285,0.00126
0,8,21,286,0.00302
0,8,21,287,0.00031
0,8,21,288,0.00097
0,8,21,289,0.00147
0,8,21,290,0.00758
0,8,21,291,0.00296
0,8,21,292,0.00248
0,8,21,293,0.00218
0,8,21,294,0.01053
0,8,21,295,0.00152
0,8,21,296,0.00179
0,8,21,297,0.00250
0,8,21,298,0.00792
0,8,21,299,0.00534
0,8,21,300,0.00233
0,8,21,301,0.00465
0,8,21,302,0.00363
0,8,21,303,0.00191
0,8,21,304,0.01890
0,8,21,307,0.00072
0,8,21,308,0.00093
0,8,22,284,0.00103
0,8,22,286,0.00376
0,8,22,287,0.00353
0,8,22,288,0.00274
0,8,22,289,0.00193
0,8,22,290,0.01284
0,8,22,291,0.00443
0,8,22,292,0.00528
0,8,22,293,0.00412
0,8,22,294,0.00619
0,8,22,295,0.01403
0,8,22,296,0.01250
0,8,22,297,0.00846
0,8,22,298,0.00436
0,8,22,299,0.00222
0,8,22,300,0.00115
0,8,22,301,0.00532
0,8,22,302,0.00306
0,8,22,303,0.00171
0,8,22,304,0.00376
0,8,22,305,0.01012
0,8,22,307,0.00047
0,8,22,308,0.00397
0,8,22,309,0.00058
0,8,22,310,0.00187
0,8,23,285,0.00044
0,8,23,286,0.00062
0,8,23,287,0.00145
0,8,23,288,0.00186
0,8,23,289,0.00191
0,8,23,290,0.00581
0,8,23,291,0.01063
0,8,23,292,0.00367
0,8,23,293,0.00760
0,8,23,294,0.00582
0,8,23,295,0.00815
0,8,23,296,0.01165
0,8,23,297,0.00865
0,8,23,298,0.00622
0,8,23,299,0.00560
0,8,23,300,0.00226
0,8,23,301,0.00562
0,8,23,302,0.00319
0,8,23,303,0.00575
0,8,23,304,0.01868
0,8,23,305,0.00263
0,8,23,306,0.00113
0,8,23,307,0.00139
0,8,23,308,0.00088
0,8,23,309,0.00114
0,8,23,314,0.00042
0,8,24,283,0.00245
0,8,24,284,0.00127
0,8,24,285,0.00354
0,8,24,286,0.00426
0,8,24,287,0.00144
0,8,24,288,0.00387
0,8,24,289,0.00198
0,8,24,290,0.00614
0,8,24,291,0.00346
0,8,24,292,0.00866
0,8,24,293,0.00620
0,8,24,294,0.00999
0,8,24,295,0.00928
0,8,24,296,0.00527
0,8,24,297,0.00423
0,8,24,298,0.00634
0,8,24,299,0.00421
0,8,24,300,0.01470
0,8,24,301,0.00848
0,8,24,302,0.01844
0,8,24,303,0.00554
0,8,24,304,0.00544
0,8,24,305,0.00258
0,8,24,306,0.00137
0,8,24,307,0.00064
0,8,24,308,0.00135
0,8,24,309,0.00124
0,8,24,310,0.00070
0,8,24,311,0.00070
0,8,24,312,0.00034
0,8,24,313,0.00094
0,8,24,314,0.00087
0,8,25,283,0.00161
0,8,25,284,0.00424
0,8,25,285,0.00319
0,8,25,286,0.00087
0,8,25,287,0.00173
0,8,25,288,0.00508
0,8,25,289,0.00635
0,8,25,290,0.00265
0,8,25,291,0.00462
0,8,25,292,0.00628
0,8,25,293,0.00471
0,8,25,294,0.00454
0,8,25,295,0.00335
0,8,25,296,0.00399
0,8,25,297,0.00137
0,8,25,298,0.00207
0,8,25,299,0.00718
0,8,25,300,0.00571
0,8,25,301,0.00411
0,8,25,302,0.00505
0,8,25,303,0.00524
0,8,25,304,0.00450
0,8,25,305,0.00133
0,8,25,306,0.00343
0,8,25,307,0.00044
0,8,25,309,0.00057
0,8,25,313,0.00029
0,8,25,314,0.00025
0,8,26,283,0.00092
0,8,26,284,0.00266
0,8,26,285,0.00044
0,8,26,287,0.00068
0,8,26,288,0.00106
0,8,26,289,0.00487
0,8,26,290,0.00670
0,8,26,291,0.00700
0,8,26,292,0.00349
0,8,26,293,0.00363
0,8,26,294,0.00165
0,8,26,295,0.00254
0,8,26,296,0.00290
0,8,26,297,0.00125
0,8,26,298,0.00396
0,8,26,299,0.01030
0,8,26,300,0.01331
0,8,26,301,0.00406
0,8,26,302,0.00305
0,8,26,303,0.00317
0,8,26,304,0.00085
0,8,26,305,0.00363
0,8,26,306,0.00556
0,8,26,307,0.00105
0,8,26,308,0.00178
0,8,26,310,0.00033
0,8,26,313,0.00033
0,8,27,284,0.00030
0,8,27,285,0.00029
0,8,27,286,0.00045
0,8,27,287,0.00033
0,8,27,288,0.00336
0,8,27,289,0.00416
0,8,27,290,0.00105
0,8,27,291,0.00611
0,8,27,292,0.00633
0,8,27,293,0.00237
0,8,27,294,0.00159
0,8,27,295,0.00556
0,8,27,296,0.00092
0,8,27,297,0.00058
0,8,27,298,0.00262
0,8,27,299,0.00354
0,8,27,300,0.00453
0,8,27,301,0.00256
0,8,27,302,0.00524
0,8,27,303,0.00234
0,8,27,304,0.00260
0,8,27,305,0.00248
0,8,27,306,0.00063
0,8,27,307,0.00196
0,8,27,308,0.00035
0,8,27,309,0.00033
0,8,27,311,0.00037
0,8,27,313,0.00029
0,8,27,314,0.00028
0,8,28,289,0.00401
0,8,28,290,0.00247
0,8,28,291,0.00353
0,8,28,292,0.00105
0,8,28,293,0.00046
0,8,28,294,0.00035
0,8,28,296,0.00180
0,8,28,297,0.00142
0,8,28,298,0.00034
0,8,28,299,0.00108
0,8,28,300,0.00104
0,8,28,301,0.00092
0,8,28,302,0.00371
0,8,28,303,0.00469
0,8,28,304,0.00094
0,8,28,305,0.00259
0,8,28,306,0.00047
0,8,28,307,0.00095
0,8,28,308,0.00030
0,8,28,310,0.00038
0,8,28,312,0.00128
0,8,29,289,0.00077
0,8,29,290,0.00114
0,8,29,291,0.00089
0,8,29,292,0.00068
0,8,29,293,0.00033
0,8,29,295,0.00098
0,8,29,296,0.00456
0,8,29,297,0.00048
0,8,29,298,0.00072
0,8,29,299,0.00048
0,8,29,300,0.00086
0,8,29,301,0.00108
0,8,29,302,0.00401
0,8,29,303,0.00487
0,8,29,304,0.00048
0,8,29,305,0.00094
0,8,29,306,0.00110
0,8,29,308,0.00072
0,8,30,294,0.00042
0,8,30,295,0.00117
0,8,30,296,0.00182
0,8,30,298,0.00060
0,8,30,300,0.00031
0,8,30,301,0.00079
0,8,30,302,0.00086
0,8,30,303,0.00047
0,8,30,305,0.00056
0,8,31,293,0.00040
0,8,31,295,0.00106
0,8,31,296,0.00155
0,8,31,298,0.00029
0,8,31,305,0.00042
0,8,32,294,0.00028
0,8,32,302,0.00038
0,8,32,303,0.00034
0,10,14,285,0.00160
0,10,14,286,0.00028
0,10,14,289,0.00048
0,10,14,290,0.00030
0,10,14,291,0.00041
0,10,15,283,0.00046
0,10,15,284,0.00099
0,10,15,285,0.00519
0,10,15,286,0.00053
0,10,15,289,0.00137
0,10,15,290,0.00038
0,10,15,292,0.00051
0,10,15,293,0.00051
0,10,15,294,0.00051
0,10,15,295,0.00051
0,10,16,280,0.00062
0,10,16,282,0.00036
0,10,16,283,0.00052
0,10,16,285,0.00037
0,10,16,286,0.00170
0,10,16,287,0.00181
0,10,16,288,0.00122
0,10,16,289,0.00095
0,10,16,290,0.00031
0,10,16,291,0.00034
0,10,16,292,0.00056
0,10,17,279,0.00040
0,10,17,280,0.00041
0,10,17,283,0.00081
0,10,17,285,0.00083
0,10,17,286,0.00131
0,10,17,287,0.00035
0,10,17,291,0.00030
0,10,17,293,0.00165
0,10,17,294,0.00101
0,10,17,295,0.00124
0,10,17,296,0.00120
0,10,17,300,0.00033
0,10,17,301,0.00068
0,10,18,286,0.00035
0,10,18,287,0.00035
0,10,18,293,0.00041
0,10,18,294,0.00103
0,10,18,295,0.00071
0,10,18,296,0.00027
0,10,18,297,0.00040
0,10,18,298,0.00190
0,10,18,299,0.00558
0,10,18,300,0.00300
0,10,18,301,0.00104
0,10,18,303,0.00027
0,10,19,280,0.00106
0,10,19,281,0.00104
0,10,19,282,0.00103
0,10,19,283,0.00062
0,10,19,284,0.00077
0,10,19,290,0.00068
0,10,19,291,0.00082
0,10,19,292,0.00221
0,10,19,293,0.00181
0,10,19,294,0.00417
0,10,19,295,0.00274
0,10,19,296,0.01275
0,10,19,297,0.00634
0,10,19,298,0.00206
0,10,19,299,0.00104
0,10,19,300,0.00250
0,10,19,301,0.00147
0,10,19,302,0.00187
0,10,19,303,0.00079
0,10,19,304,0.00082
0,10,19,305,0.00040
0,10,19,307,0.00035
0,10,20,286,0.00031
0,10,20,287,0.00138
0,10,20,288,0.00134
0,10,20,289,0.00128
0,10,20,290,0.00725
0,10,20,291,0.00667
0,10,20,292,0.00492
0,10,20,293,0.00311
0,10,20,294,0.00300
0,10,20,295,0.00772
0,10,20,296,0.00976
0,10,20,297,0.00513
0,10,20,298,0.00319
0,10,20,299,0.00281
0,10,20,300,0.00601
0,10,20,301,0.00082
0,10,20,302,0.00135
0,10,20,303,0.00075
0,10,20,304,0.00047
0,10,20,305,0.00037
0,10,20,306,0.00082
0,10,20,308,0.00319
0,10,20,309,0.00034
0,10,21,284,0.00359
0,10,21,285,0.00131
0,10,21,286,0.00033
0,10,21,287,0.00061
0,10,21,288,0.00118
0,10,21,289,0.00306
0,10,21,290,0.00748
0,10,21,291,0.00493
0,10,21,292,0.00596
0,10,21,293,0.00615
0,10,21,294,0.00183
0,10,21,295,0.00456
0,10,21,296,0.00543
0,10,21,297,0.00795
0,10,21,298,0.00628
0,10,21,299,0.00460
0,10,21,300,0.00384
0,10,21,301,0.00134
0,10,21,302,0.00055
0,10,21,303,0.00077
0,10,21,304,0.00131
0,10,21,305,0.00511
0,10,21,306,0.00042
0,10,21,307,0.00053
0,10,21,308,0.00075
0,10,22,283,0.00028
0,10,22,284,0.00103
0,10,22,285,0.00098
0,10,22,286,0.00194
0,10,22,287,0.00324
0,10,22,288,0.00413
0,10,22,289,0.00291
0,10,22,290,0.01079
0,10,22,291,0.00505
0,10,22,292,0.00108
0,10,22,293,0.00112
0,10,22,294,0.00416
0,10,22,295,0.00619
0,10,22,296,0.00294
0,10,22,297,0.01086
0,10,22,298,0.01586
0,10,22,299,0.00393
0,10,22,300,0.00912
0,10,22,301,0.00232
0,10,22,302,0.00298
0,10,22,303,0.00395
0,10,22,304,0.00391
0,10,22,305,0.00187
0,10,22,306,0.00107
0,10,22,307,0.00197
0,10,23,282,0.00069
0,10,23,283,0.00194
0,10,23,284,0.00053
0,10,23,285,0.00149
0,10,23,286,0.00177
0,10,23,287,0.00363
0,10,23,288,0.00311
0,10,23,289,0.00956
0,10,23,290,0.00537
0,10,23,291,0.00326
0,10,23,292,0.00379
0,10,23,293,0.00994
0,10,23,294,0.00795
0,10,23,295,0.00531
0,10,23,296,0.00406
0,10,23,297,0.00942
0,10,23,298,0.00243
0,10,23,299,0.00288
0,10,23,300,0.00430
0,10,23,301,0.00398
0,10,23,302,0.00380
0,10,23,303,0.00457
0,10,23,304,0.00341
0,10,23,305,0.00230
0,10,23,306,0.00161
0,10,23,307,0.00085
0,10,23,308,0.00072
0,10,23,309,0.00030
0,10,23,310,0.00188
0,10,24,283,0.00160
0,10,24,284,0.00060
0,10,24,285,0.00316
0,10,24,286,0.00719
0,10,24,287,0.00105
0,10,24,288,0.00115
0,10,24,289,0.00291
0,10,24,290,0.00970
0,10,24,291,0.00666
0,10,24,292,0.00673
0,10,24,293,0.00447
0,10,24,294,0.01920
0,10,24,295,0.00976
0,10,24,296,0.01403
0,10,24,297,0.00375
0,10,24,298,0.00358
0,10,24,299,0.00619
0,10,24,300,0.00513
0,10,24,301,0.00739
0,10,24,302,0.01426
0,10,24,303,0.00667
0,10,24,304,0.00176
0,10,24,307,0.00082
0,10,24,308,0.00082
0,10,24,309,0.00034
0,10,24,310,0.00027
0,10,24,311,0.00028
0,10,25,282,0.00034
0,10,25,283,0.00086
0,10,25,284,0.00445
0,10,25,285,0.00294
0,10,25,286,0.00264
0,10,25,287,0.00100
0,10,25,288,0.00137
0,10,25,289,0.00206
0,10,25,290,0.00691
0,10,25,291,0.00590
0,10,25,292,0.00435
0,10,25,293,0.00554
0,10,25,294,0.00551
0,10,25,295,0.00833
0,10,25,296,0.00804
0,10,25,297,0.00381
0,10,25,298,0.00416
0,10,25,299,0.00413
0,10,25,300,0.00513
0,10,25,301,0.00211
0,10,25,302,0.00562
0,10,25,303,0.00335
0,10,25,304,0.00153
0,10,25,305,0.00068
0,10,25,306,0.00125
0,10,25,307,0.00063
0,10,25,311,0.00040
0,10,26,283,0.00073
0,10,26,284,0.00088
0,10,26,285,0.00146
0,10,26,286,0.00186
0,10,26,287,0.00249
0,10,26,288,0.00341
0,10,26,289,0.00265
0,10,26,290,0.00329
0,10,26,291,0.00536
0,10,26,292,0.00560
0,10,26,293,0.00551
0,10,26,294,0.00697
0,10,26,295,0.00556
0,10,26,296,0.00697
0,10,26,297,0.00300
0,10,26,298,0.00339
0,10,26,299,0.00553
0,10,26,300,0.00654
0,10,26,301,0.00529
0,10,26,302,0.00463
0,10,26,303,0.00652
0,10,26,304,0.00067
0,10,26,305,0.00145
0,10,26,306,0.00093
0,10,26,307,0.00099
0,10,26,311,0.00054
0,10,27,281,0.00051
0,10,27,282,0.00122
0,10,27,283,0.00105
0,10,27,284,0.00074
0,10,27,285,0.00110
0,10,27,286,0.00241
0,10,27,287,0.00108
0,10,27,288,0.00449
0,10,27,289,0.00243
0,10,27,290,0.00625
0,10,27,291,0.00585
0,10,27,292,0.00714
0,10,27,293,0.00356
0,10,27,294,0.01045
0,10,27,295,0.00393
0,10,27,296,0.00117
0,10,27,297,0.00212
0,10,27,298,0.00138
0,10,27,299,0.00119
0,10,27,300,0.00250
0,10,27,301,0.00271
0,10,27,302,0.00422
0,10,27,303,0.00821
0,10,27,304,0.00043
0,10,27,305,0.00070
0,10,27,306,0.00100
0,10,27,307,0.00355
0,10,27,308,0.00048
0,10,27,309,0.00031
0,10,28,281,0.00038
0,10,28,283,0.00025
0,10,28,284,0.00071
0,10,28,285,0.00058
0,10,28,286,0.00094
0,10,28,287,0.00151
0,10,28,288,0.00152
0,10,28,289,0.00091
0,10,28,290,0.00082
0,10,28,291,0.00317
0,10,28,292,0.00189
0,10,28,293,0.00220
0,10,28,294,0.00290
0,10,28,295,0.00127
0,10,28,296,0.00280
0,10,28,297,0.00476
0,10,28,298,0.00226
0,10,28,299,0.00161
0,10,28,300,0.00188
0,10,28,301,0.00203
0,10,28,302,0.00267
0,10,28,303,0.00192
0,10,28,304,0.00097
0,10,28,305,0.00247
0,10,28,306,0.00127
0,10,28,307,0.00077
0,10,28,308,0.00083
0,10,28,309,0.00045
0,10,28,310,0.00076
0,10,28,312,0.00026
0,10,29,282,0.00027
0,10,29,283,0.00055
0,10,29,284,0.00032
0,10,29,285,0.00039
0,10,29,286,0.00082
0,10,29,287,0.00071
0,10,29,288,0.00036
0,10,29,291,0.00064
0,10,29,292,0.00112
0,10,29,293,0.00103
0,10,29,294,0.00112
0,10,29,295,0.00081
0,10,29,296,0.00378
0,10,29,297,0.00236
0,10,29,298,0.00255
0,10,29,299,0.00104
0,10,29,300,0.00136
0,10,29,301,0.00311
0,10,29,302,0.00209
0,10,29,303,0.00375
0,10,29,304,0.00190
0,10,29,305,0.00134
0,10,29,306,0.00028
0,10,29,308,0.00125
0,10,29,309,0.00092
0,10,29,310,0.00030
0,10,29,312,0.00073
0,10,30,283,0.00044
0,10,30,284,0.00047
0,10,30,285,0.00042
0,10,30,286,0.00065
0,10,30,287,0.00067
0,10,30,288,0.00033
0,10,30,289,0.00026
0,10,30,290,0.00081
0,10,30,291,0.00050
0,10,30,292,0.00049
0,10,30,293,0.00046
0,10,30,294,0.00092
0,10,30,295,0.00176
0,10,30,296,0.00130
0,10,30,297,0.00182
0,10,30,298,0.00097
0,10,30,299,0.00093
0,10,30,300,0.00228
0,10,30,301,0.00260
0,10,30,302,0.00093
0,10,30,303,0.00077
0,10,30,304,0.00200
0,10,30,305,0.00228
0,10,31,288,0.00029
0,10,31,291,0.00033
0,10,31,293,0.00028
0,10,31,297,0.00025
0,10,31,298,0.00033
0,10,31,299,0.00044
0,10,31,300,0.00087
0,10,31,301,0.00050
0,10,31,302,0.00033
0,10,31,303,0.00033
0,10,31,304,0.00031
0,10,32,297,0.00030
0,10,32,299,0.00067
0,10,32,300,0.00037
0,10,33,291,0.00026
0,10,33,300,0.00040
0,10,34,286,0.00025
0,10,35,289,0.00070
1,0,13,280,0.00057
1,0,13,281,0.00027
1,0,14,280,0.00050
1,0,14,282,0.00034
1,0,15,280,0.00037
1,0,15,281,0.00073
1,0,15,282,0.00057
1,0,15,290,0.00069
1,0,15,293,0.00043
1,0,15,294,0.00040
1,0,15,295,0.00042
1,0,15,296,0.00039
1,0,16,278,0.00035
1,0,16,279,0.00166
1,0,16,280,0.00187
1,0,16,281,0.00028
1,0,16,282,0.00029
1,0,16,285,0.00032
1,0,16,286,0.00063
1,0,16,287,0.00048
1,0,16,288,0.00030
1,0,16,289,0.00039
1,0,17,272,0.00037
1,0,17,273,0.00075
1,0,17,274,0.00070
1,0,17,275,0.00104
1,0,17,276,0.00047
1,0,17,277,0.00043
1,0,17,278,0.00196
1,0,17,279,0.00194
1,0,17,282,0.00132
1,0,17,285,0.00052
1,0,17,288,0.00041
1,0,17,289,0.00118
1,0,17,300,0.00053
1,0,18,272,0.00046
1,0,18,273,0.00060
1,0,18,274,0.00049
1,0,18,276,0.00044
1,0,18,277,0.00036
1,0,18,280,0.00026
1,0,18,282,0.00029
1,0,18,283,0.00026
1,0,18,285,0.00113
1,0,18,286,0.00027
1,0,18,292,0.00026
1,0,18,294,0.00033
1,0,18,295,0.00074
1,0,18,296,0.00113
1,0,18,297,0.00104
1,0,18,298,0.00058
1,0,18,299,0.00109
1,0,18,300,0.00158
1,0,18,301,0.00072
1,0,19,273,0.00065
1,0,19,275,0.00032
1,0,19,278,0.00069
1,0,19,279,0.00088
1,0,19,282,0.00033
1,0,19,283,0.00031
1,0,19,284,0.00083
1,0,19,285,0.00125
1,0,19,286,0.00073
1,0,19,289,0.00111
1,0,19,290,0.00196
1,0,19,291,0.00704
1,0,19,292,0.00473
1,0,19,293,0.00155
1,0,19,294,0.00173
1,0,19,295,0.00062
1,0,19,296,0.00044
1,0,19,297,0.00086
1,0,19,298,0.00082
1,0,19,299,0.00063
1,0,19,300,0.00144
1,0,19,301,0.00028
1,0,19,302,0.00044
1,0,19,303,0.00062
1,0,19,304,0.00046
1,0,19,306,0.00064
1,0,19,307,0.00046
1,0,20,273,0.00025
1,0,20,276,0.00061
1,0,20,285,0.00044
1,0,20,286,0.00153
1,0,20,287,0.00133
1,0,20,288,0.00060
1,0,20,289,0.00557
1,0,20,290,0.00403
1,0,20,291,0.01192
1,0,20,292,0.00577
1,0,20,293,0.00527
1,0,20,294,0.01170
1,0,20,295,0.00858
1,0,20,296,0.00616
1,0,20,297,0.00152
1,0,20,298,0.00121
1,0,20,299,0.00130
1,0,20,300,0.00376
1,0,20,301,0.00051
1,0,20,302,0.00078
1,0,20,303,0.00069
1,0,20,304,0.00037
1,0,20,305,0.00054
1,0,21,273,0.00030
1,0,21,284,0.00448
1,0,21,285,0.00235
1,0,21,286,0.00388
1,0,21,287,0.00372
1,0,21,288,0.00077
1,0,21,289,0.00956
1,0,21,290,0.00693
1,0,21,291,0.00534
1,0,21,292,0.00774
1,0,21,293,0.01462
1,0,21,294,0.00610
1,0,21,295,0.00469
1,0,21,296,0.00870
1,0,21,297,0.00831
1,0,21,298,0.00122
1,0,21,299,0.00183
1,0,21,300,0.00130
1,0,21,301,0.00162
1,0,21,302,0.00211
1,0,21,303,0.00182
1,0,21,304,0.00133
1,0,21,305,0.00053
1,0,21,306,0.00059
1,0,21,307,0.00092
1,0,22,282,0.00065
1,0,22,283,0.00081
1,0,22,284,0.00269
1,0,22,285,0.00167
1,0,22,286,0.00075
1,0,22,287,0.00175
1,0,22,288,0.00343
1,0,22,289,0.00550
1,0,22,290,0.01403
1,0,22,291,0.00768
1,0,22,292,0.01840
1,0,22,293,0.00667
1,0,22,294,0.00646
1,0,22,295,0.00574
1,0,22,296,0.01148
1,0,22,297,0.00909
1,0,22,298,0.00759
1,0,22,299,0.00204
1,0,22,300,0.00337
1,0,22,301,0.00211
1,0,22,302,0.00284
1,0,22,303,0.00189
1,0,22,304,0.00186
1,0,22,305,0.00114
1,0,22,306,0.00080
1,0,22,307,0.00068
1,0,22,309,0.00059
1,0,22,310,0.00030
1,0,23,272,0.00029
1,0,23,279,0.00033
1,0,23,282,0.00086
1,0,23,283,0.00086
1,0,23,284,0.00157
1,0,23,285,0.00143
1,0,23,286,0.00257
1,0,23,287,0.00291
1,0,23,288,0.00490
1,0,23,289,0.00520
1,0,23,290,0.00661
1,0,23,291,0.00694
1,0,23,292,0.00699
1,0,23,293,0.01714
1,0,23,294,0.01054
1,0,23,295,0.00351
1,0,23,296,0.00787
1,0,23,297,0.01308
1,0,23,298,0.00376
1,0,23,299,0.00354
1,0,23,300,0.00266
1,0,23,301,0.00225
1,0,23,302,0.00169
1,0,23,303,0.00431
1,0,23,304,0.00200
1,0,23,305,0.00102
1,0,23,306,0.00134
1,0,23,307,0.00043
1,0,23,308,0.00031
1,0,23,310,0.00037
1,0,24,280,0.00062
1,0,24,284,0.00093
1,0,24,285,0.00527
1,0,24,286,0.00418
1,0,24,287,0.00242
1,0,24,288,0.01246
