year,month,lat,lng,probability
0,8,56,340,0.00068
0,8,56,341,0.00261
0,8,56,342,0.00235
0,8,56,343,0.00164
0,8,56,344,0.00204
0,8,56,345,0.00228
0,8,56,346,0.00118
0,8,56,347,0.00026
0,8,56,350,0.00085
0,8,56,351,0.00258
0,8,56,352,0.00041
0,8,57,330,0.00252
0,8,57,331,0.00780
0,8,57,332,0.00297
0,8,57,333,0.00193
0,8,57,335,0.00036
0,8,57,336,0.00339
0,8,57,337,0.00381
0,8,57,338,0.00207
0,8,57,339,0.00243
0,8,57,340,0.00112
0,8,57,341,0.00491
0,8,57,342,0.00194
0,8,57,343,0.00077
0,8,57,345,0.01163
0,8,57,346,0.00460
0,8,57,347,0.00646
0,8,57,348,0.00727
0,8,57,349,0.00028
0,8,57,350,0.00035
0,8,57,351,0.00107
0,8,58,0,0.00977
0,8,58,1,0.01434
0,8,58,2,0.01434
0,8,58,314,0.00053
0,8,58,330,0.00053
0,8,58,331,0.00265
0,8,58,332,0.00076
0,8,58,333,0.00134
0,8,58,334,0.00067
0,8,58,335,0.00151
0,8,58,336,0.00148
0,8,58,337,0.00375
0,8,58,338,0.00409
0,8,58,339,0.00297
0,8,58,340,0.00072
0,8,58,341,0.00118
0,8,58,342,0.00282
0,8,58,343,0.00177
0,8,58,344,0.00239
0,8,58,345,0.00778
0,8,58,347,0.00045
0,8,58,348,0.00358
0,8,58,350,0.00251
0,8,58,351,0.00131
0,8,58,352,0.00328
0,8,58,353,0.00029
0,8,59,0,0.03270
0,8,59,1,0.05936
0,8,59,2,0.00977
0,8,59,314,0.00029
0,8,59,315,0.00026
0,8,59,316,0.00026
0,8,59,317,0.00031
0,8,59,331,0.00163
0,8,59,332,0.00102
0,8,59,333,0.00266
0,8,59,334,0.00233
0,8,59,335,0.00025
0,8,59,336,0.00068
0,8,59,337,0.00186
0,8,59,338,0.00168
0,8,59,339,0.00259
0,8,59,340,0.00406
0,8,59,341,0.00335
0,8,59,342,0.00210
0,8,59,343,0.00541
0,8,59,344,0.00472
0,8,59,345,0.00730
0,8,59,346,0.00288
0,8,59,348,0.00192
0,8,59,349,0.00035
0,8,59,350,0.00203
0,8,59,351,0.00264
0,8,59,352,0.00207
0,8,59,353,0.00704
0,8,59,354,0.00403
0,8,59,358,0.00570
0,8,59,359,0.02292
0,8,60,310,0.00046
0,8,60,311,0.00046
0,8,60,317,0.00027
0,8,60,318,0.00029
0,8,60,323,0.00031
0,8,60,334,0.00038
0,8,60,335,0.00110
0,8,60,338,0.00192
0,8,60,339,0.00043
0,8,60,340,0.01345
0,8,60,341,0.00798
0,8,60,342,0.00565
0,8,60,343,0.00169
0,8,60,344,0.00171
0,8,60,345,0.00560
0,8,60,346,0.00529
0,8,60,347,0.01159
0,8,60,348,0.02062
0,8,60,349,0.02482
0,8,60,350,0.00248
0,8,60,351,0.00224
0,8,60,352,0.01825
0,8,60,353,0.01022
0,8,60,354,0.01267
0,8,60,355,0.00509
0,8,60,356,0.00275
0,8,60,357,0.00073
0,8,61,0,0.00196
0,8,61,318,0.00029
0,8,61,322,0.00051
0,8,61,332,0.00033
0,8,61,333,0.00044
0,8,61,334,0.00224
0,8,61,335,0.00069
0,8,61,336,0.00120
0,8,61,337,0.00304
0,8,61,338,0.00199
0,8,61,339,0.00084
0,8,61,340,0.00208
0,8,61,341,0.00710
0,8,61,342,0.00452
0,8,61,343,0.00360
0,8,61,344,0.00218
0,8,61,345,0.00240
0,8,61,346,0.00231
0,8,61,347,0.00159
0,8,61,348,0.00288
0,8,61,349,0.00781
0,8,61,350,0.00660
0,8,61,351,0.01551
0,8,61,352,0.00786
0,8,61,353,0.00168
0,8,61,354,0.00414
0,8,61,355,0.01089
0,8,61,356,0.00453
0,8,61,357,0.00262
0,8,61,358,0.00450
0,8,61,359,0.00196
0,8,62,0,0.00211
0,8,62,1,0.00179
0,8,62,2,0.00186
0,8,62,3,0.00162
0,8,62,4,0.00162
0,8,62,321,0.00049
0,8,62,322,0.00083
0,8,62,323,0.00060
0,8,62,325,0.00050
0,8,62,326,0.00034
0,8,62,334,0.00516
0,8,62,335,0.00138
0,8,62,336,0.00040
0,8,62,337,0.00108
0,8,62,338,0.00237
0,8,62,339,0.00103
0,8,62,340,0.00317
0,8,62,341,0.00281
0,8,62,342,0.00169
0,8,62,343,0.00166
0,8,62,344,0.01191
0,8,62,345,0.00323
0,8,62,346,0.00175
0,8,62,347,0.00083
0,8,62,348,0.00039
0,8,62,349,0.00087
0,8,62,350,0.00102
0,8,62,352,0.01031
0,8,62,353,0.00154
0,8,62,356,0.00288
0,8,62,357,0.00036
0,8,62,358,0.01083
0,8,62,359,0.00153
0,8,63,0,0.00028
0,8,63,1,0.00062
0,8,63,5,0.00162
0,8,63,7,0.01827
0,8,63,8,0.01827
0,8,63,321,0.00054
0,8,63,325,0.00169
0,8,63,326,0.00050
0,8,63,328,0.00050
0,8,63,329,0.00129
0,8,63,330,0.00068
0,8,63,332,0.00027
0,8,63,334,0.00205
0,8,63,335,0.00134
0,8,63,339,0.00036
0,8,63,343,0.00073
0,8,63,344,0.00152
0,8,63,345,0.00817
0,8,63,346,0.00047
0,8,63,348,0.00043
0,8,63,349,0.00041
0,8,63,350,0.00092
0,8,63,351,0.00079
0,8,63,352,0.00067
0,8,63,353,0.00026
0,8,63,354,0.00060
0,8,63,355,0.00031
0,8,63,356,0.00037
0,8,63,357,0.00033
0,8,63,358,0.00765
0,8,63,359,0.00048
0,8,64,0,0.00028
0,8,64,1,0.00046
0,8,64,3,0.00066
0,8,64,4,0.00215
0,8,64,7,0.02741
0,8,64,8,0.04568
0,8,64,321,0.00050
0,8,64,324,0.00043
0,8,64,326,0.00066
0,8,64,327,0.00026
0,8,64,328,0.00050
0,8,64,329,0.00030
0,8,64,330,0.00055
0,8,64,345,0.00031
0,8,64,346,0.00044
0,8,64,352,0.00067
0,8,64,353,0.00099
0,8,64,355,0.00030
0,8,64,356,0.00027
0,8,65,0,0.00078
0,8,65,3,0.00093
0,8,65,6,0.00025
0,8,65,7,0.00035
0,8,65,8,0.00112
0,8,65,9,0.00112
0,8,65,304,0.00072
0,8,65,329,0.00027
0,8,65,335,0.00041
0,8,65,354,0.00047
0,8,65,358,0.00128
0,8,65,359,0.00191
0,8,66,0,0.00816
0,8,66,1,0.00314
0,8,66,8,0.00243
0,8,66,10,0.00112
0,8,66,11,0.00112
0,8,66,356,0.00046
0,8,66,358,0.00090
0,8,66,359,0.00110
0,8,67,0,0.00041
0,8,67,1,0.00241
0,8,67,2,0.00213
0,8,67,7,0.00109
0,8,67,8,0.00054
0,8,67,9,0.00269
0,8,67,10,0.00141
0,8,67,11,0.00112
0,8,67,12,0.00112
0,8,67,350,0.00174
0,8,67,357,0.00070
0,8,67,358,0.00043
0,8,68,2,0.00297
0,8,68,3,0.00030
0,8,68,4,0.00030
0,8,68,5,0.00027
0,8,68,6,0.00031
0,8,68,7,0.00028
0,8,68,8,0.00028
0,8,68,9,0.00027
0,8,68,10,0.00028
0,8,68,11,0.00109
0,8,68,12,0.00355
0,8,68,13,0.00027
0,8,68,14,0.00027
0,8,68,356,0.00027
0,8,69,2,0.00281
0,8,69,13,0.00027
0,8,69,14,0.00027
0,8,69,15,0.00027
0,8,69,16,0.00027
0,8,69,17,0.00027
0,8,69,356,0.00030
0,8,69,357,0.00030
0,8,69,358,0.00027
0,8,70,17,0.00027
0,8,70,18,0.00027
0,8,70,19,0.00027
0,8,71,357,0.00030
0,10,50,346,0.00061
0,10,50,348,0.00036
0,10,51,349,0.00045
0,10,52,339,0.00040
0,10,52,340,0.00079
0,10,52,341,0.00026
0,10,53,336,0.00028
0,10,53,339,0.00034
0,10,53,340,0.00072
0,10,53,341,0.00208
0,10,53,342,0.00077
0,10,53,343,0.00065
0,10,53,344,0.00089
0,10,53,345,0.00045
0,10,53,346,0.00089
0,10,53,347,0.00065
0,10,53,349,0.00046
0,10,54,339,0.00063
0,10,54,341,0.00033
0,10,54,343,0.00057
0,10,54,344,0.00031
0,10,54,345,0.00048
0,10,54,346,0.00069
0,10,54,347,0.00131
0,10,54,348,0.00026
0,10,54,349,0.00062
0,10,55,334,0.00028
0,10,55,335,0.00042
0,10,55,336,0.00056
0,10,55,341,0.00081
0,10,55,342,0.00084
0,10,55,343,0.00045
0,10,55,344,0.00087
0,10,55,345,0.00240
0,10,55,346,0.00589
0,10,55,347,0.00073
0,10,55,348,0.00066
0,10,55,349,0.00091
0,10,55,350,0.00038
0,10,55,352,0.00029
0,10,55,353,0.00032
0,10,56,328,0.00103
0,10,56,331,0.00030
0,10,56,332,0.00046
0,10,56,333,0.00038
0,10,56,335,0.00051
0,10,56,336,0.00078
0,10,56,337,0.00071
0,10,56,338,0.00103
0,10,56,339,0.00091
0,10,56,340,0.00217
0,10,56,341,0.00194
0,10,56,342,0.00236
0,10,56,343,0.00229
0,10,56,344,0.00271
0,10,56,345,0.00368
0,10,56,346,0.00467
0,10,56,347,0.00386
0,10,56,348,0.00327
0,10,56,349,0.00036
0,10,56,350,0.00040
0,10,56,351,0.00303
0,10,56,352,0.00089
0,10,57,326,0.00046
0,10,57,327,0.00037
0,10,57,328,0.00250
0,10,57,329,0.00357
0,10,57,330,0.00112
0,10,57,333,0.00030
0,10,57,335,0.00036
0,10,57,337,0.00134
0,10,57,338,0.00142
0,10,57,339,0.00055
0,10,57,340,0.00050
0,10,57,341,0.00080
0,10,57,342,0.00118
0,10,57,343,0.00185
0,10,57,344,0.00144
0,10,57,345,0.00040
0,10,57,346,0.00195
0,10,57,347,0.00042
0,10,57,348,0.00058
0,10,57,349,0.00076
0,10,57,350,0.00373
0,10,57,351,0.00142
0,10,58,0,0.00248
0,10,58,311,0.00050
0,10,58,320,0.00025
0,10,58,328,0.00067
0,10,58,329,0.00085
0,10,58,330,0.00094
0,10,58,331,0.00085
0,10,58,332,0.00111
0,10,58,333,0.00224
0,10,58,334,0.00059
0,10,58,335,0.00127
0,10,58,337,0.00046
0,10,58,338,0.00053
0,10,58,339,0.00279
0,10,58,340,0.00076
0,10,58,341,0.00068
0,10,58,342,0.00248
0,10,58,344,0.00030
0,10,58,345,0.00080
0,10,58,346,0.00142
0,10,58,347,0.00104
0,10,58,348,0.00639
0,10,58,349,0.01289
0,10,58,350,0.00174
0,10,58,351,0.00178
0,10,58,352,0.00138
0,10,58,353,0.00143
0,10,58,354,0.00115
0,10,58,358,0.00046
0,10,58,359,0.00154
0,10,59,0,0.00051
0,10,59,1,0.00449
0,10,59,2,0.00303
0,10,59,307,0.00054
0,10,59,311,0.00036
0,10,59,319,0.00030
0,10,59,331,0.00030
0,10,59,333,0.00193
0,10,59,334,0.00138
0,10,59,335,0.00152
0,10,59,336,0.00154
0,10,59,337,0.00141
0,10,59,338,0.00112
0,10,59,339,0.00159
0,10,59,340,0.00141
0,10,59,341,0.00112
0,10,59,342,0.00122
0,10,59,343,0.00122
0,10,59,344,0.00072
0,10,59,346,0.00224
0,10,59,347,0.00353
0,10,59,348,0.00352
0,10,59,349,0.01143
0,10,59,350,0.00476
0,10,59,351,0.00180
0,10,59,352,0.00050
0,10,59,353,0.00068
0,10,59,354,0.00034
0,10,59,355,0.00043
0,10,59,356,0.00034
0,10,59,357,0.00174
0,10,59,358,0.00647
0,10,60,0,0.01038
0,10,60,1,0.00637
0,10,60,3,0.00085
0,10,60,306,0.00027
0,10,60,308,0.00030
0,10,60,318,0.00027
0,10,60,319,0.00053
0,10,60,332,0.00045
0,10,60,333,0.00234
0,10,60,334,0.00132
0,10,60,335,0.00191
0,10,60,336,0.00054
0,10,60,337,0.00125
0,10,60,338,0.00116
0,10,60,339,0.00314
0,10,60,340,0.00447
0,10,60,341,0.00277
0,10,60,342,0.00118
0,10,60,343,0.00157
0,10,60,344,0.00162
0,10,60,345,0.00764
0,10,60,346,0.00162
0,10,60,347,0.00392
0,10,60,348,0.00138
0,10,60,349,0.00093
0,10,60,350,0.00052
0,10,60,351,0.00358
0,10,60,352,0.00338
0,10,60,353,0.00340
0,10,60,354,0.00657
0,10,60,355,0.00861
0,10,60,356,0.00330
0,10,60,357,0.00271
0,10,60,358,0.00129
0,10,60,359,0.00084
0,10,61,0,0.01874
0,10,61,1,0.02520
0,10,61,2,0.01851
0,10,61,3,0.00705
0,10,61,307,0.00029
0,10,61,308,0.00050
0,10,61,319,0.00038
0,10,61,320,0.00050
0,10,61,322,0.00038
0,10,61,332,0.00034
0,10,61,333,0.00053
0,10,61,334,0.00154
0,10,61,335,0.00164
0,10,61,336,0.00159
0,10,61,337,0.00189
0,10,61,338,0.00356
0,10,61,339,0.00149
0,10,61,340,0.00519
0,10,61,341,0.00506
0,10,61,342,0.00190
0,10,61,343,0.00344
0,10,61,344,0.00152
0,10,61,345,0.00156
0,10,61,346,0.00106
0,10,61,347,0.00102
0,10,61,348,0.00156
0,10,61,349,0.00215
0,10,61,350,0.00050
0,10,61,351,0.00048
0,10,61,352,0.00207
0,10,61,353,0.00642
0,10,61,354,0.00583
0,10,61,355,0.00072
0,10,61,356,0.00203
0,10,61,357,0.00444
0,10,61,358,0.00332
0,10,61,359,0.00035
0,10,62,0,0.00146
0,10,62,1,0.00710
0,10,62,2,0.00197
0,10,62,3,0.01234
0,10,62,4,0.00924
0,10,62,5,0.00195
0,10,62,320,0.00062
0,10,62,321,0.00041
0,10,62,329,0.00035
0,10,62,332,0.00029
0,10,62,334,0.00029
0,10,62,335,0.00037
0,10,62,336,0.00044
0,10,62,337,0.00096
0,10,62,338,0.00348
0,10,62,339,0.00160
0,10,62,340,0.00328
0,10,62,341,0.00276
0,10,62,342,0.00206
0,10,62,343,0.00034
0,10,62,344,0.00152
0,10,62,345,0.00327
0,10,62,346,0.00190
0,10,62,347,0.00072
0,10,62,348,0.00166
0,10,62,349,0.00167
0,10,62,350,0.00150
0,10,62,351,0.00050
0,10,62,352,0.00255
0,10,62,353,0.00321
0,10,62,354,0.00718
0,10,62,355,0.00224
0,10,62,356,0.00165
0,10,62,357,0.00221
0,10,62,358,0.00301
0,10,62,359,0.00093
0,10,63,0,0.00385
0,10,63,1,0.00081
0,10,63,3,0.00177
0,10,63,4,0.00523
0,10,63,5,0.00303
0,10,63,6,0.00402
0,10,63,7,0.01838
0,10,63,321,0.00028
0,10,63,325,0.00030
0,10,63,326,0.00033
0,10,63,330,0.00030
0,10,63,333,0.00054
0,10,63,334,0.00315
0,10,63,336,0.00088
0,10,63,337,0.00093
0,10,63,338,0.00086
0,10,63,339,0.00101
0,10,63,340,0.00165
0,10,63,341,0.00086
0,10,63,342,0.00124
0,10,63,343,0.00656
0,10,63,344,0.00352
0,10,63,345,0.00356
0,10,63,347,0.00609
0,10,63,348,0.00470
0,10,63,349,0.00116
0,10,63,350,0.00183
0,10,63,352,0.00086
0,10,63,353,0.00048
0,10,63,354,0.00090
0,10,63,356,0.00036
0,10,63,357,0.00153
0,10,63,358,0.00140
0,10,63,359,0.00234
0,10,64,0,0.00185
0,10,64,1,0.00263
0,10,64,2,0.00121
0,10,64,3,0.00027
0,10,64,4,0.00119
0,10,64,5,0.00183
0,10,64,6,0.00662
0,10,64,7,0.02118
0,10,64,8,0.04299
0,10,64,9,0.00992
0,10,64,10,0.00208
0,10,64,325,0.00036
0,10,64,329,0.00031
0,10,64,333,0.00029
0,10,64,334,0.00216
0,10,64,336,0.00047
0,10,64,337,0.00053
0,10,64,344,0.00036
0,10,64,345,0.00089
0,10,64,346,0.00076
0,10,64,347,0.00045
0,10,64,348,0.00030
0,10,64,349,0.00030
0,10,64,350,0.00030
0,10,64,352,0.00062
0,10,64,356,0.00030
0,10,64,358,0.00082
0,10,64,359,0.00096
0,10,65,0,0.00334
0,10,65,1,0.00144
0,10,65,2,0.00135
0,10,65,3,0.00042
0,10,65,4,0.00058
0,10,65,5,0.00444
0,10,65,6,0.00116
0,10,65,7,0.00330
0,10,65,8,0.00464
0,10,65,9,0.00707
0,10,65,10,0.00735
0,10,65,11,0.00168
0,10,65,333,0.00026
0,10,65,346,0.00083
0,10,65,352,0.00034
0,10,65,355,0.00080
0,10,65,356,0.00091
0,10,65,357,0.00196
0,10,65,358,0.00146
0,10,65,359,0.00170
0,10,66,0,0.00178
0,10,66,1,0.00066
0,10,66,2,0.00119
0,10,66,4,0.00166
0,10,66,5,0.00103
0,10,66,6,0.00065
0,10,66,7,0.00264
0,10,66,8,0.00225
0,10,66,10,0.00290
0,10,66,11,0.00242
0,10,66,12,0.00177
0,10,66,347,0.00028
0,10,66,349,0.00030
0,10,66,350,0.00030
0,10,66,351,0.00062
0,10,66,352,0.00062
0,10,66,353,0.00027
0,10,66,354,0.00030
0,10,66,355,0.00030
0,10,66,357,0.00080
0,10,66,358,0.00108
0,10,66,359,0.00179
0,10,67,0,0.00104
0,10,67,1,0.00041
0,10,67,2,0.00225
0,10,67,3,0.00230
0,10,67,4,0.00124
0,10,67,5,0.00096
0,10,67,6,0.00026
0,10,67,7,0.00032
0,10,67,8,0.00179
0,10,67,9,0.00150
0,10,67,10,0.00062
0,10,67,11,0.00044
0,10,67,351,0.00038
0,10,67,353,0.00026
0,10,67,354,0.00036
0,10,67,355,0.00027
0,10,67,357,0.00033
0,10,68,0,0.00104
0,10,68,1,0.00189
0,10,68,2,0.00044
0,10,68,3,0.00223
0,10,68,4,0.00027
0,10,68,5,0.00151
0,10,68,6,0.00073
0,10,68,7,0.00079
0,10,68,8,0.00085
0,10,68,9,0.00074
0,10,68,10,0.00176
0,10,68,11,0.00120
0,10,68,12,0.00260
0,10,68,13,0.00397
0,10,68,14,0.00183
0,10,68,350,0.00035
0,10,68,353,0.00043
0,10,68,354,0.00088
0,10,68,355,0.00059
0,10,68,359,0.00135
0,10,69,1,0.00055
0,10,69,5,0.00046
0,10,69,6,0.00101
0,10,69,7,0.00082
0,10,69,8,0.00071
0,10,69,9,0.00028
0,10,69,10,0.00074
0,10,69,11,0.00063
0,10,69,12,0.00048
0,10,69,13,0.00357
0,10,69,14,0.00608
0,10,69,15,0.00572
0,10,69,16,0.00435
0,10,69,349,0.00029
0,10,69,350,0.00029
0,10,70,0,0.00026
0,10,70,1,0.00027
0,10,70,7,0.00053
0,10,70,8,0.00100
0,10,70,10,0.00034
0,10,70,13,0.00121
0,10,70,14,0.00043
0,10,70,15,0.01057
0,10,70,16,0.00273
0,10,70,17,0.00229
0,10,70,18,0.00209
0,10,70,19,0.00044
0,10,70,20,0.00047
0,10,70,21,0.00027
0,10,70,359,0.00031
0,10,71,13,0.00055
0,10,71,14,0.00234
0,10,71,15,0.00292
0,10,71,16,0.01032
0,10,71,17,0.00067
0,10,71,18,0.00065
0,10,71,19,0.00140
0,10,71,20,0.00500
0,10,71,21,0.00615
0,10,71,22,0.00793
0,10,71,23,0.00295
0,10,71,24,0.00265
0,10,71,25,0.00265
0,10,71,26,0.00936
0,10,71,27,0.00841
0,10,71,28,0.00136
0,10,71,32,0.00070
0,10,72,14,0.00695
0,10,72,15,0.00693
0,10,72,29,0.00046
0,10,72,30,0.00046
0,10,72,31,0.00053
0,10,72,32,0.00207
0,10,73,14,0.00622
1,0,50,350,0.00025
1,0,51,351,0.00030
1,0,51,352,0.00075
1,0,52,338,0.00040
1,0,52,339,0.00059
1,0,52,340,0.00026
1,0,52,344,0.00026
1,0,52,345,0.00111
1,0,52,346,0.00054
1,0,53,340,0.00036
1,0,53,341,0.00032
1,0,53,342,0.00106
1,0,53,343,0.00084
1,0,53,344,0.00174
1,0,53,345,0.00096
1,0,53,346,0.00055
1,0,53,347,0.00085
1,0,53,348,0.00059
1,0,54,341,0.00034
1,0,54,342,0.00133
1,0,54,343,0.00107
1,0,54,344,0.00079
1,0,54,345,0.00041
1,0,54,346,0.00046
1,0,54,347,0.00148
1,0,54,348,0.00308
1,0,54,349,0.00075
1,0,54,350,0.00031
1,0,55,325,0.00033
1,0,55,341,0.00028
1,0,55,345,0.00046
1,0,55,346,0.00050
1,0,55,347,0.00075
1,0,55,348,0.00223
1,0,55,349,0.00202
1,0,55,350,0.00185
1,0,55,351,0.00214
1,0,55,352,0.00094
1,0,55,353,0.00063
1,0,56,326,0.00028
1,0,56,336,0.00026
1,0,56,342,0.00063
1,0,56,343,0.00043
1,0,56,344,0.00161
1,0,56,346,0.00062
1,0,56,347,0.00128
1,0,56,348,0.00270
1,0,56,349,0.00112
1,0,56,350,0.00146
1,0,56,351,0.00350
1,0,56,352,0.00218
1,0,57,311,0.00035
1,0,57,330,0.00073
1,0,57,336,0.00036
1,0,57,339,0.00032
1,0,57,340,0.00038
